"dispatch_date","crime_group","frequency"
"2024-04-08","Violent_Crimes","104"
"2024-04-08","Other_Crimes","77"
"2024-04-08","Drug_and_Vice_Crimes","8"
"2024-04-08","Public_Order_Crimes","4"
"2024-04-09","Property_Crimes","244"
"2024-04-09","Violent_Crimes","126"
"2024-04-09","Other_Crimes","94"
"2024-04-09","Drug_and_Vice_Crimes","13"
"2024-04-09","Public_Order_Crimes","6"
"2024-04-10","Property_Crimes","259"
"2024-04-10","Violent_Crimes","108"
"2024-04-10","Other_Crimes","73"
"2024-04-10","Drug_and_Vice_Crimes","23"
"2024-04-10","Public_Order_Crimes","3"
"2024-04-11","Property_Crimes","220"
"2024-04-11","Violent_Crimes","115"
"2024-04-11","Other_Crimes","82"
"2024-04-11","Drug_and_Vice_Crimes","18"
"2024-04-11","Public_Order_Crimes","3"
"2024-04-12","Property_Crimes","241"
"2024-04-12","Violent_Crimes","130"
"2024-04-12","Other_Crimes","61"
"2024-04-12","Drug_and_Vice_Crimes","14"
"2024-04-12","Public_Order_Crimes","4"
"2024-04-13","Property_Crimes","217"
"2024-04-13","Violent_Crimes","94"
"2024-04-13","Other_Crimes","49"
"2024-04-13","Drug_and_Vice_Crimes","11"
"2024-04-13","Public_Order_Crimes","9"
"2024-04-14","Property_Crimes","239"
"2024-04-14","Violent_Crimes","110"
"2024-04-14","Other_Crimes","41"
"2024-04-14","Public_Order_Crimes","2"
"2024-04-14","Drug_and_Vice_Crimes","2"
"2024-04-15","Property_Crimes","281"
"2024-04-15","Violent_Crimes","143"
"2024-04-15","Other_Crimes","71"
"2024-04-15","Drug_and_Vice_Crimes","10"
"2024-04-15","Public_Order_Crimes","5"
"2024-04-16","Property_Crimes","285"
"2024-04-16","Violent_Crimes","129"
"2024-04-16","Other_Crimes","77"
"2024-04-16","Drug_and_Vice_Crimes","15"
"2024-04-16","Public_Order_Crimes","5"
"2024-04-17","Property_Crimes","263"
"2024-04-17","Violent_Crimes","109"
"2024-04-17","Other_Crimes","92"
"2024-04-17","Drug_and_Vice_Crimes","13"
"2024-04-17","Public_Order_Crimes","2"
"2024-04-18","Property_Crimes","231"
"2024-04-18","Violent_Crimes","116"
"2024-04-18","Other_Crimes","77"
"2024-04-18","Drug_and_Vice_Crimes","13"
"2024-04-18","Public_Order_Crimes","2"
"2024-04-19","Property_Crimes","263"
"2024-04-19","Violent_Crimes","127"
"2024-04-19","Other_Crimes","91"
"2024-04-19","Drug_and_Vice_Crimes","14"
"2024-04-19","Public_Order_Crimes","5"
"2024-04-20","Property_Crimes","227"
"2024-04-20","Violent_Crimes","89"
"2024-04-20","Other_Crimes","65"
"2024-04-20","Drug_and_Vice_Crimes","14"
"2024-04-20","Public_Order_Crimes","7"
"2024-04-21","Property_Crimes","233"
"2024-04-21","Violent_Crimes","85"
"2024-04-21","Other_Crimes","38"
"2024-04-21","Public_Order_Crimes","5"
"2024-04-21","Drug_and_Vice_Crimes","3"
"2024-04-22","Property_Crimes","269"
"2024-04-22","Violent_Crimes","128"
"2024-04-22","Other_Crimes","58"
"2024-04-22","Drug_and_Vice_Crimes","16"
"2024-04-22","Public_Order_Crimes","4"
"2024-04-23","Property_Crimes","215"
"2024-04-23","Violent_Crimes","98"
"2024-04-23","Other_Crimes","65"
"2024-04-23","Drug_and_Vice_Crimes","13"
"2024-04-23","Public_Order_Crimes","5"
"2024-04-24","Property_Crimes","280"
"2024-04-24","Violent_Crimes","115"
"2024-04-24","Other_Crimes","82"
"2024-04-24","Drug_and_Vice_Crimes","19"
"2024-04-24","Public_Order_Crimes","3"
"2024-04-25","Property_Crimes","260"
"2024-04-25","Violent_Crimes","136"
"2024-04-25","Other_Crimes","74"
"2024-04-25","Drug_and_Vice_Crimes","17"
"2024-04-26","Property_Crimes","257"
"2024-04-26","Violent_Crimes","111"
"2024-04-26","Other_Crimes","68"
"2024-04-26","Drug_and_Vice_Crimes","9"
"2024-04-26","Public_Order_Crimes","1"
"2024-04-27","Property_Crimes","210"
"2024-04-27","Violent_Crimes","94"
"2024-04-27","Other_Crimes","48"
"2024-04-27","Public_Order_Crimes","6"
"2024-04-27","Drug_and_Vice_Crimes","5"
"2024-04-28","Property_Crimes","184"
"2024-04-28","Violent_Crimes","116"
"2024-04-28","Other_Crimes","52"
"2024-04-28","Public_Order_Crimes","7"
"2024-04-28","Drug_and_Vice_Crimes","1"
"2024-04-29","Property_Crimes","242"
"2024-04-29","Violent_Crimes","139"
"2024-04-29","Other_Crimes","53"
"2024-04-29","Drug_and_Vice_Crimes","7"
"2024-04-29","Public_Order_Crimes","3"
"2024-04-30","Property_Crimes","249"
"2024-04-30","Violent_Crimes","138"
"2024-04-30","Other_Crimes","78"
"2024-04-30","Drug_and_Vice_Crimes","19"
"2024-04-30","Public_Order_Crimes","7"
"2024-05-01","Property_Crimes","236"
"2024-05-01","Violent_Crimes","118"
"2024-05-01","Other_Crimes","97"
"2024-05-01","Drug_and_Vice_Crimes","19"
"2024-05-01","Public_Order_Crimes","1"
"2024-05-02","Property_Crimes","205"
"2024-05-02","Violent_Crimes","143"
"2024-05-02","Other_Crimes","79"
"2024-05-02","Drug_and_Vice_Crimes","20"
"2024-05-02","Public_Order_Crimes","3"
"2024-05-03","Property_Crimes","220"
"2024-05-03","Violent_Crimes","142"
"2024-05-03","Other_Crimes","68"
"2024-05-03","Drug_and_Vice_Crimes","11"
"2024-05-03","Public_Order_Crimes","2"
"2024-05-04","Property_Crimes","201"
"2024-05-04","Violent_Crimes","99"
"2024-05-04","Other_Crimes","33"
"2024-05-04","Drug_and_Vice_Crimes","13"
"2024-05-04","Public_Order_Crimes","6"
"2024-05-05","Property_Crimes","183"
"2024-05-05","Violent_Crimes","90"
"2024-05-05","Other_Crimes","38"
"2024-05-05","Drug_and_Vice_Crimes","5"
"2024-05-05","Public_Order_Crimes","4"
"2024-05-06","Property_Crimes","259"
"2024-05-06","Violent_Crimes","132"
"2024-05-06","Other_Crimes","68"
"2024-05-06","Drug_and_Vice_Crimes","14"
"2024-05-06","Public_Order_Crimes","8"
"2024-05-07","Property_Crimes","274"
"2024-05-07","Violent_Crimes","138"
"2024-05-07","Other_Crimes","89"
"2024-05-07","Drug_and_Vice_Crimes","12"
"2024-05-07","Public_Order_Crimes","3"
"2024-05-08","Property_Crimes","249"
"2024-05-08","Violent_Crimes","114"
"2024-05-08","Other_Crimes","75"
"2024-05-08","Drug_and_Vice_Crimes","10"
"2024-05-08","Public_Order_Crimes","2"
"2024-05-09","Property_Crimes","262"
"2024-05-09","Violent_Crimes","131"
"2024-05-09","Other_Crimes","76"
"2024-05-09","Drug_and_Vice_Crimes","19"
"2024-05-10","Property_Crimes","221"
"2024-05-10","Violent_Crimes","116"
"2024-05-10","Other_Crimes","64"
"2024-05-10","Drug_and_Vice_Crimes","7"
"2024-05-10","Public_Order_Crimes","1"
"2024-05-11","Property_Crimes","198"
"2024-05-11","Violent_Crimes","92"
"2024-05-11","Other_Crimes","83"
"2024-05-11","Drug_and_Vice_Crimes","17"
"2024-05-11","Public_Order_Crimes","5"
"2024-05-12","Property_Crimes","233"
"2024-05-12","Violent_Crimes","103"
"2024-05-12","Other_Crimes","39"
"2024-05-12","Public_Order_Crimes","9"
"2024-05-13","Property_Crimes","261"
"2024-05-13","Violent_Crimes","114"
"2024-05-13","Other_Crimes","73"
"2024-05-13","Drug_and_Vice_Crimes","17"
"2024-05-14","Property_Crimes","275"
"2024-05-14","Violent_Crimes","120"
"2024-05-14","Other_Crimes","101"
"2024-05-14","Drug_and_Vice_Crimes","16"
"2024-05-14","Public_Order_Crimes","3"
"2024-05-15","Property_Crimes","263"
"2024-05-15","Violent_Crimes","125"
"2024-05-15","Other_Crimes","108"
"2024-05-15","Drug_and_Vice_Crimes","15"
"2024-05-15","Public_Order_Crimes","3"
"2024-05-16","Property_Crimes","269"
"2024-05-16","Violent_Crimes","133"
"2024-05-16","Other_Crimes","114"
"2024-05-16","Drug_and_Vice_Crimes","8"
"2024-05-16","Public_Order_Crimes","3"
"2024-05-17","Property_Crimes","262"
"2024-05-17","Violent_Crimes","118"
"2024-05-17","Other_Crimes","65"
"2024-05-17","Drug_and_Vice_Crimes","12"
"2024-05-17","Public_Order_Crimes","12"
"2024-05-18","Property_Crimes","244"
"2024-05-18","Violent_Crimes","101"
"2024-05-18","Other_Crimes","36"
"2024-05-18","Drug_and_Vice_Crimes","13"
"2024-05-18","Public_Order_Crimes","5"
"2024-05-19","Property_Crimes","207"
"2024-05-19","Violent_Crimes","106"
"2024-05-19","Other_Crimes","47"
"2024-05-19","Drug_and_Vice_Crimes","4"
"2024-05-19","Public_Order_Crimes","1"
"2024-05-20","Property_Crimes","303"
"2024-05-20","Violent_Crimes","125"
"2024-05-20","Other_Crimes","64"
"2024-05-20","Drug_and_Vice_Crimes","5"
"2024-05-20","Public_Order_Crimes","1"
"2024-05-21","Property_Crimes","294"
"2024-05-21","Violent_Crimes","133"
"2024-05-21","Other_Crimes","104"
"2024-05-21","Drug_and_Vice_Crimes","17"
"2024-05-21","Public_Order_Crimes","4"
"2024-05-22","Property_Crimes","327"
"2024-05-22","Violent_Crimes","124"
"2024-05-22","Other_Crimes","87"
"2024-05-22","Drug_and_Vice_Crimes","10"
"2024-05-22","Public_Order_Crimes","2"
"2024-05-23","Property_Crimes","265"
"2024-05-23","Violent_Crimes","127"
"2024-05-23","Other_Crimes","80"
"2024-05-23","Drug_and_Vice_Crimes","12"
"2024-05-23","Public_Order_Crimes","4"
"2024-05-24","Property_Crimes","282"
"2024-05-24","Violent_Crimes","111"
"2024-05-24","Other_Crimes","74"
"2024-05-24","Drug_and_Vice_Crimes","8"
"2024-05-24","Public_Order_Crimes","2"
"2024-05-25","Property_Crimes","251"
"2024-05-25","Violent_Crimes","130"
"2024-05-25","Other_Crimes","50"
"2024-05-25","Public_Order_Crimes","9"
"2024-05-25","Drug_and_Vice_Crimes","9"
"2024-05-26","Property_Crimes","216"
"2024-05-26","Violent_Crimes","128"
"2024-05-26","Other_Crimes","45"
"2024-05-26","Drug_and_Vice_Crimes","12"
"2024-05-26","Public_Order_Crimes","3"
"2024-05-27","Property_Crimes","282"
"2024-05-27","Violent_Crimes","134"
"2024-05-27","Other_Crimes","37"
"2024-05-27","Drug_and_Vice_Crimes","7"
"2024-05-28","Property_Crimes","306"
"2024-05-28","Violent_Crimes","132"
"2024-05-28","Other_Crimes","89"
"2024-05-28","Drug_and_Vice_Crimes","10"
"2024-05-28","Public_Order_Crimes","8"
"2024-05-29","Property_Crimes","316"
"2024-05-29","Violent_Crimes","123"
"2024-05-29","Other_Crimes","80"
"2024-05-29","Drug_and_Vice_Crimes","26"
"2024-05-29","Public_Order_Crimes","2"
"2024-05-30","Property_Crimes","252"
"2024-05-30","Violent_Crimes","115"
"2024-05-30","Other_Crimes","75"
"2024-05-30","Drug_and_Vice_Crimes","13"
"2024-05-30","Public_Order_Crimes","1"
"2024-05-31","Property_Crimes","249"
"2024-05-31","Violent_Crimes","114"
"2024-05-31","Other_Crimes","78"
"2024-05-31","Public_Order_Crimes","13"
"2024-05-31","Drug_and_Vice_Crimes","10"
"2024-06-01","Property_Crimes","235"
"2024-06-01","Violent_Crimes","116"
"2024-06-01","Other_Crimes","60"
"2024-06-01","Drug_and_Vice_Crimes","11"
"2024-06-01","Public_Order_Crimes","5"
"2024-06-02","Property_Crimes","287"
"2024-06-02","Violent_Crimes","87"
"2024-06-02","Other_Crimes","33"
"2024-06-02","Drug_and_Vice_Crimes","3"
"2024-06-02","Public_Order_Crimes","1"
"2024-06-03","Property_Crimes","268"
"2024-06-03","Violent_Crimes","143"
"2024-06-03","Other_Crimes","78"
"2024-06-03","Drug_and_Vice_Crimes","10"
"2024-06-03","Public_Order_Crimes","5"
"2024-06-04","Property_Crimes","253"
"2024-06-04","Violent_Crimes","143"
"2024-06-04","Other_Crimes","117"
"2024-06-04","Drug_and_Vice_Crimes","13"
"2024-06-04","Public_Order_Crimes","2"
"2024-06-05","Property_Crimes","303"
"2024-06-05","Violent_Crimes","129"
"2024-06-05","Other_Crimes","99"
"2024-06-05","Drug_and_Vice_Crimes","17"
"2024-06-05","Public_Order_Crimes","3"
"2024-06-06","Property_Crimes","260"
"2024-06-06","Violent_Crimes","107"
"2024-06-06","Other_Crimes","95"
"2024-06-06","Drug_and_Vice_Crimes","16"
"2024-06-07","Property_Crimes","243"
"2024-06-07","Violent_Crimes","132"
"2024-06-07","Other_Crimes","86"
"2024-06-07","Public_Order_Crimes","14"
"2024-06-07","Drug_and_Vice_Crimes","9"
"2024-06-08","Property_Crimes","232"
"2024-06-08","Violent_Crimes","107"
"2024-06-08","Other_Crimes","65"
"2024-06-08","Drug_and_Vice_Crimes","6"
"2024-06-08","Public_Order_Crimes","6"
"2024-06-09","Property_Crimes","231"
"2024-06-09","Violent_Crimes","109"
"2024-06-09","Other_Crimes","41"
"2024-06-09","Public_Order_Crimes","7"
"2024-06-09","Drug_and_Vice_Crimes","4"
"2024-06-10","Property_Crimes","314"
"2024-06-10","Violent_Crimes","137"
"2024-06-10","Other_Crimes","93"
"2024-06-10","Drug_and_Vice_Crimes","18"
"2024-06-11","Property_Crimes","253"
"2024-06-11","Violent_Crimes","123"
"2024-06-11","Other_Crimes","106"
"2024-06-11","Drug_and_Vice_Crimes","11"
"2024-06-12","Property_Crimes","271"
"2024-06-12","Violent_Crimes","106"
"2024-06-12","Other_Crimes","79"
"2024-06-12","Drug_and_Vice_Crimes","13"
"2024-06-12","Public_Order_Crimes","4"
"2024-06-13","Property_Crimes","272"
"2024-06-13","Violent_Crimes","136"
"2024-06-13","Other_Crimes","98"
"2024-06-13","Drug_and_Vice_Crimes","12"
"2024-06-13","Public_Order_Crimes","2"
"2024-06-14","Property_Crimes","253"
"2024-06-14","Violent_Crimes","124"
"2024-06-14","Other_Crimes","73"
"2024-06-14","Drug_and_Vice_Crimes","15"
"2024-06-15","Property_Crimes","254"
"2024-06-15","Violent_Crimes","117"
"2024-06-15","Other_Crimes","39"
"2024-06-15","Public_Order_Crimes","7"
"2024-06-15","Drug_and_Vice_Crimes","6"
"2024-06-16","Property_Crimes","233"
"2024-06-16","Violent_Crimes","104"
"2024-06-16","Other_Crimes","55"
"2024-06-16","Public_Order_Crimes","3"
"2024-06-16","Drug_and_Vice_Crimes","2"
"2024-06-17","Property_Crimes","284"
"2024-06-17","Violent_Crimes","118"
"2024-06-17","Other_Crimes","70"
"2024-06-17","Drug_and_Vice_Crimes","8"
"2024-06-18","Property_Crimes","283"
"2024-06-18","Violent_Crimes","107"
"2024-06-18","Other_Crimes","82"
"2024-06-18","Drug_and_Vice_Crimes","13"
"2024-06-18","Public_Order_Crimes","3"
"2024-06-19","Property_Crimes","260"
"2024-06-19","Violent_Crimes","106"
"2024-06-19","Other_Crimes","75"
"2024-06-19","Drug_and_Vice_Crimes","17"
"2024-06-19","Public_Order_Crimes","1"
"2024-06-20","Property_Crimes","265"
"2024-06-20","Violent_Crimes","131"
"2024-06-20","Other_Crimes","87"
"2024-06-20","Drug_and_Vice_Crimes","10"
"2024-06-20","Public_Order_Crimes","3"
"2024-06-21","Property_Crimes","246"
"2024-06-21","Violent_Crimes","101"
"2024-06-21","Other_Crimes","71"
"2024-06-21","Drug_and_Vice_Crimes","17"
"2024-06-21","Public_Order_Crimes","4"
"2024-06-22","Property_Crimes","244"
"2024-06-22","Violent_Crimes","90"
"2024-06-22","Other_Crimes","48"
"2024-06-22","Drug_and_Vice_Crimes","11"
"2024-06-22","Public_Order_Crimes","4"
"2024-06-23","Property_Crimes","260"
"2024-06-23","Violent_Crimes","107"
"2024-06-23","Other_Crimes","34"
"2024-06-23","Public_Order_Crimes","4"
"2024-06-23","Drug_and_Vice_Crimes","2"
"2024-06-24","Property_Crimes","311"
"2024-06-24","Violent_Crimes","121"
"2024-06-24","Other_Crimes","82"
"2024-06-24","Drug_and_Vice_Crimes","14"
"2024-06-24","Public_Order_Crimes","1"
"2024-06-25","Property_Crimes","313"
"2024-06-25","Violent_Crimes","120"
"2024-06-25","Other_Crimes","75"
"2024-06-25","Drug_and_Vice_Crimes","13"
"2024-06-25","Public_Order_Crimes","2"
"2024-06-26","Property_Crimes","302"
"2024-06-26","Violent_Crimes","115"
"2024-06-26","Other_Crimes","89"
"2024-06-26","Drug_and_Vice_Crimes","5"
"2024-06-26","Public_Order_Crimes","2"
"2024-06-27","Property_Crimes","258"
"2024-06-27","Violent_Crimes","101"
"2024-06-27","Other_Crimes","86"
"2024-06-27","Drug_and_Vice_Crimes","18"
"2024-06-27","Public_Order_Crimes","2"
"2024-06-28","Property_Crimes","256"
"2024-06-28","Violent_Crimes","105"
"2024-06-28","Other_Crimes","67"
"2024-06-28","Public_Order_Crimes","14"
"2024-06-28","Drug_and_Vice_Crimes","11"
"2024-06-29","Property_Crimes","222"
"2024-06-29","Violent_Crimes","125"
"2024-06-29","Other_Crimes","53"
"2024-06-29","Drug_and_Vice_Crimes","13"
"2024-06-29","Public_Order_Crimes","8"
"2024-06-30","Property_Crimes","243"
"2024-06-30","Violent_Crimes","105"
"2024-06-30","Other_Crimes","32"
"2024-06-30","Drug_and_Vice_Crimes","3"
"2024-06-30","Public_Order_Crimes","3"
"2024-07-01","Property_Crimes","267"
"2024-07-01","Violent_Crimes","152"
"2024-07-01","Other_Crimes","67"
"2024-07-01","Drug_and_Vice_Crimes","13"
"2024-07-01","Public_Order_Crimes","1"
"2024-07-02","Property_Crimes","255"
"2024-07-02","Violent_Crimes","129"
"2024-07-02","Other_Crimes","89"
"2024-07-02","Drug_and_Vice_Crimes","17"
"2024-07-02","Public_Order_Crimes","1"
"2024-07-03","Property_Crimes","246"
"2024-07-03","Violent_Crimes","130"
"2024-07-03","Other_Crimes","89"
"2024-07-03","Drug_and_Vice_Crimes","16"
"2024-07-04","Property_Crimes","213"
"2024-07-04","Violent_Crimes","91"
"2024-07-04","Other_Crimes","55"
"2024-07-04","Public_Order_Crimes","10"
"2024-07-04","Drug_and_Vice_Crimes","10"
"2024-07-05","Property_Crimes","243"
"2024-07-05","Violent_Crimes","121"
"2024-07-05","Other_Crimes","82"
"2024-07-05","Drug_and_Vice_Crimes","18"
"2024-07-05","Public_Order_Crimes","3"
"2024-07-06","Property_Crimes","267"
"2024-07-06","Violent_Crimes","94"
"2024-07-06","Other_Crimes","47"
"2024-07-06","Drug_and_Vice_Crimes","14"
"2024-07-06","Public_Order_Crimes","2"
"2024-07-07","Property_Crimes","229"
"2024-07-07","Violent_Crimes","105"
"2024-07-07","Other_Crimes","47"
"2024-07-07","Public_Order_Crimes","10"
"2024-07-07","Drug_and_Vice_Crimes","6"
"2024-07-08","Property_Crimes","293"
"2024-07-08","Violent_Crimes","116"
"2024-07-08","Other_Crimes","92"
"2024-07-08","Drug_and_Vice_Crimes","12"
"2024-07-08","Public_Order_Crimes","3"
"2024-07-09","Property_Crimes","277"
"2024-07-09","Violent_Crimes","120"
"2024-07-09","Other_Crimes","84"
"2024-07-09","Drug_and_Vice_Crimes","13"
"2024-07-09","Public_Order_Crimes","4"
"2024-07-10","Property_Crimes","264"
"2024-07-10","Violent_Crimes","128"
"2024-07-10","Other_Crimes","78"
"2024-07-10","Drug_and_Vice_Crimes","12"
"2024-07-10","Public_Order_Crimes","6"
"2024-07-11","Property_Crimes","212"
"2024-07-11","Violent_Crimes","131"
"2024-07-11","Other_Crimes","59"
"2024-07-11","Drug_and_Vice_Crimes","8"
"2024-07-11","Public_Order_Crimes","6"
"2024-07-12","Property_Crimes","265"
"2024-07-12","Violent_Crimes","119"
"2024-07-12","Other_Crimes","67"
"2024-07-12","Drug_and_Vice_Crimes","16"
"2024-07-12","Public_Order_Crimes","10"
"2024-07-13","Property_Crimes","224"
"2024-07-13","Violent_Crimes","102"
"2024-07-13","Other_Crimes","50"
"2024-07-13","Drug_and_Vice_Crimes","7"
"2024-07-13","Public_Order_Crimes","3"
"2024-07-14","Property_Crimes","201"
"2024-07-14","Violent_Crimes","111"
"2024-07-14","Other_Crimes","38"
"2024-07-14","Drug_and_Vice_Crimes","5"
"2024-07-14","Public_Order_Crimes","4"
"2024-07-15","Property_Crimes","342"
"2024-07-15","Violent_Crimes","119"
"2024-07-15","Other_Crimes","65"
"2024-07-15","Drug_and_Vice_Crimes","10"
"2024-07-15","Public_Order_Crimes","2"
"2024-07-16","Property_Crimes","289"
"2024-07-16","Violent_Crimes","125"
"2024-07-16","Other_Crimes","82"
"2024-07-16","Drug_and_Vice_Crimes","12"
"2024-07-16","Public_Order_Crimes","1"
