OBJECTID,school_id,SCHOOL_NAME,SCHOOL_NAME_LABEL,STREET_ADDRESS,ZIP_CODE,PHONE_NUMBER,GRADE_LEVEL,GRADE_ORG,TYPE,TYPE_SPECIFIC,geometry,District,District_PSA
378,7110,"HARDING, WARREN G. MIDDLE SCHOOL",WARREN G. HARDING SCHOOL,2000 WAKELING ST,19124,(215) 400-3990,MIDDLE SCHOOL,8-Jun,1,DISTRICT,POINT (-75.0745608096168 40.0129169394876),15,151
379,1300,"HARRINGTON, AVERY D. SCHOOL",AVERY D. HARRINGTON SCHOOL,5300 BALTIMORE AVE,19143,(215) 400-7920,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.2305950800223 39.9473651699919),12,124
380,5320,"HARTRANFT, JOHN F. SCHOOL",JOHN F. HARTRANFT SCHOOL,720 W CUMBERLAND ST,19133,(215) 400-7090,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.1449778336078 39.9892456400739),26,261
381,6250,"HENRY, CHARLES W. SCHOOL",CHARLES W. HENRY SCHOOL,601 CARPENTER LN,19119,(215) 400-3480,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.1965877592889 40.0462577099047),14,143
382,4300,"HESTON, EDWARD SCHOOL",EDWARD HESTON SCHOOL,1621 N 54TH ST,19131,(215) 400-7290,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.22972700037 39.9778519995755),19,193
383,4320,"LAMBERTON,ROBERT E ELEMENTARY",ROBERT E. LAMBERTON SCHOOL,7501 WOODBINE AVE,19151,(215) 400-7530,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.2664972086715 39.9755813035415),19,191
384,6540,LANKENAU HIGH SCHOOL,LANKENAU HIGH SCHOOL,201 SPRING LN,19128,(215) 400-3420,HIGH SCHOOL,12-Sep,1,DISTRICT,POINT (-75.2527465374053 40.0623079436667),5,53
385,7330,"LAWTON, HENRY W. SCHOOL",HENRY W. LAWTON SCHOOL,6101 JACKSON ST,19135,(215) 400-3340,ELEMENTARY SCHOOL,K-5,1,DISTRICT,POINT (-75.0589760002628 40.0206480001596),15,152
386,1340,"LEA, HENRY C.",HENRY C. LEA SCHOOL,4700 LOCUST ST,19139,(215) 400-7660,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.21634700054391 39.9545149995956),18,183
387,8010,"LINCOLN, ABRAHAM HIGH SCHOOL",ABRAHAM LINCOLN HIGH SCHOOL,3201 RYAN AVE,19136,(215) 400-3300,HIGH SCHOOL,12-Sep,1,DISTRICT,POINT (-75.0425259084579 40.0440889970966),15,153
388,6440,"LINGELBACH, ANNA L. SCHOOL",ANNA L. LINGELBACH SCHOOL,6340 WAYNE AVE,19144,(215) 400-3630,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.18970460837571 40.0373014689248),14,143
389,1470,"LOCKE, ALAIN SCHOOL",ALAIN LOCKE SCHOOL,4550 HAVERFORD AVE,19139,(215) 400-7670,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.2124358341207 39.9621847968885),16,162
390,8440,"LOESCHE, WILLIAM H. SCHOOL",WILLIAM H. LOESCHE SCHOOL,595 TOMLINSON RD,19116,(215) 400-3020,ELEMENTARY SCHOOL,K-5,1,DISTRICT,POINT (-75.0236378955366 40.1140088382696),7,73
391,8020,NORTHEAST HIGH SCHOOL,NORTHEAST HIGH SCHOOL,1601 COTTMAN AVE,19111,(215) 400-3200,HIGH SCHOOL,12-Sep,1,DISTRICT,POINT (-75.07080262162729 40.0558477758173),2,23
392,7400,OLNEY ELEMENTARY SCHOOL,OLNEY SCHOOL,5301 N WATER ST,19120,(215) 400-3790,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.1208726339683 40.0311012601713),35,352
393,4480,OVERBROOK EDUCATIONAL CENTER,OVERBROOK EDUCATIONAL CENTER,6722 LANSDOWNE AVE,19151,(215) 400-7540,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.25448276918701 39.9741295737773),19,191
394,1410,"RHOADS, JAMES SCHOOL",JAMES RHOADS SCHOOL,4901 PARRISH ST,19139,(215) 400-7680,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.2200629999175 39.967339000173),16,162
395,4350,RHODES ELEMENTARY SCHOOL,E. WASHINGTON RHODES SCHOOL,2900 W CLEARFIELD ST,19132,(215) 400-7060,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.17812978952939 40.0027559402936),39,391
396,5400,RICHMOND SCHOOL,RICHMOND SCHOOL,2944 BELGRADE ST,19134,(215) 400-7150,ELEMENTARY SCHOOL,K-5,1,DISTRICT,POINT (-75.11049099939289 39.9834960003057),24,243
397,1050,"ROBESON, PAUL HIGH SCHOOL",PAUL ROBESON HIGH SCHOOL FOR HUMAN SERVICES,4125 LUDLOW ST,19104,(215) 400-7780,HIGH SCHOOL,12-Sep,1,DISTRICT,POINT (-75.2055368826742 39.956971917992),18,183
398,6360,ROOSEVELT ELEMENTARY SCHOOL,THEODORE ROOSEVELT SCHOOL,430 E WASHINGTON LN,19144,(215) 400-3640,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.17505705050699 40.0482382288608),14,142
399,7530,"ROWEN, WILLIAM SCHOOL",WILLIAM ROWEN SCHOOL,6841 N 19TH ST,19126,(215) 400-3550,ELEMENTARY SCHOOL,K-5,1,DISTRICT,POINT (-75.14856607471209 40.0587498173738),14,141
400,6030,ROXBOROUGH HIGH SCHOOL,ROXBOROUGH HIGH SCHOOL,6498 RIDGE AVE,19128,(215) 400-3400,HIGH SCHOOL,12-Sep,1,DISTRICT,POINT (-75.2228210518555 40.0376206486884),5,52
401,6040,"SAUL, WALTER B. HIGH SCHOOL",WALTER B. SAUL HIGH SCHOOL,7100 HENRY AVE,19128,(215) 400-3450,HIGH SCHOOL,12-Sep,1,DISTRICT,POINT (-75.2215169826907 40.0493725691184),5,53
402,1100,"SAYRE, WILLIAM L. HIGH SCHOOL",WILLIAM L. SAYRE HIGH SCHOOL,5800 WALNUT ST,19139,(215) 400-7800,HIGH SCHOOL,12-Sep,1,DISTRICT,POINT (-75.2385940503104 39.9575935399916),18,181
403,2680,SCIENCE LEADERSHIP ACADEMY AT BEEBER,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,5925 MALVERN AVE,19131,(215) 400-7270,MIDDLE/HIGH,12-May,1,DISTRICT,POINT (-75.2423345795802 39.9862105842837),19,191
404,2650,SCIENCE LEADERSHIP ACADEMY,SCIENCE LEADERSHIP ACADEMY,550 N BROAD ST,19130,(215) 400-7830,HIGH SCHOOL,12-Sep,1,DISTRICT,POINT (-75.1619732404512 39.9635754343486),9,91
405,2050,SCIENCE LEADERSHIP ACADEMY MIDDLE SCHOOL,SCIENCE LEADERSHIP ACADEMY MIDDLE SCHOOL,3610 WARREN ST,19104,(215) 400-8320,MIDDLE SCHOOL,8-May,1,DISTRICT,POINT (-75.19463961299419 39.9577416762553),16,161
406,2630,"SHARSWOOD, GEORGE SCHOOL",GEORGE W. SHARSWOOD SCHOOL,2300 S 2ND ST,19148,(215) 400-8270,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.15084102715321 39.9188677524905),3,32
407,6380,SHAWMONT SCHOOL,SHAWMONT SCHOOL,535 SHAWMONT AVE,19128,(215) 400-3440,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.2385430006572 40.0514780000812),5,53
408,5410,"SHEPPARD, ISAAC A. SCHOOL",ISAAC A. SHEPPARD SCHOOL,120 W CAMBRIA ST,19133,(215) 400-7070,ELEMENTARY SCHOOL,K-4,1,DISTRICT,POINT (-75.1316299998968 39.9936510000805),25,253
409,5530,GLORIA CASAREZ ELEMENTARY SCHOOL,GLORIA CASAREZ ELEMENTARY SCHOOL,800 E ONTARIO ST,19134,(215) 400-7160,ELEMENTARY SCHOOL,K-5,1,DISTRICT,POINT (-75.1142247624076 39.9995819317837),24,241
410,8340,"SOLIS-COHEN, SOLOMON SCHOOL",SOLOMON SOLIS-COHEN SCHOOL,7001 HORROCKS ST,19149,(215) 400-3250,ELEMENTARY SCHOOL,K-5,1,DISTRICT,POINT (-75.06462169152761 40.0448733610636),2,23
411,2000,SOUTH PHILADELPHIA HIGH SCHOOL,SOUTH PHILADELPHIA HIGH SCHOOL,2101 S BROAD ST,19148,(215) 400-8400,HIGH SCHOOL,12-Sep,1,DISTRICT,POINT (-75.16843299379489 39.9238312871207),3,33
412,2640,SOUTHWARK SCHOOL,SOUTHWARK SCHOOL,1835 S 9TH ST,19148,(215) 400-8280,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.1602420630565 39.9258947201294),3,33
413,5560,SPRING GARDEN SCHOOL,SPRING GARDEN SCHOOL,1146 MELON ST,19123,(215) 400-7610,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.1561404206783 39.9651615496125),9,92
414,8350,"SPRUANCE, GILBERT SCHOOL",GILBERT SPRUANCE SCHOOL,6401 HORROCKS ST,19149,(215) 400-3290,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.0728007092635 40.0374412405456),2,21
415,2450,"STANTON, EDWIN M. SCHOOL",EDWIN M. STANTON SCHOOL,901 S 17TH ST,19146,(215) 400-7960,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.17085018627751 39.94043707159),17,171
416,7290,"STEARNE, ALLEN M. SCHOOL",ALLEN M. STEARNE SCHOOL,1655 UNITY ST,19124,(215) 400-3980,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.08511200000849 40.0117520000347),15,151
417,6390,"STEEL, EDWARD SCHOOL",EDWARD T. STEEL SCHOOL,4301 WAYNE AVE,19140,(215) 400-3910,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.1568906403195 40.0187950199431),39,392
418,4140,STRAWBERRY MANSION HIGH SCHOOL,STRAWBERRY MANSION HIGH SCHOOL,3133 RIDGE AVE,19121,(215) 400-7500,HIGH SCHOOL,12-Sep,1,DISTRICT,POINT (-75.1840246403444 39.9907437096304),22,222
419,7430,"SULLIVAN, JAMES J. SCHOOL",JAMES J. SULLIVAN SCHOOL,5300 DITMAN ST,19124,(215) 400-3960,ELEMENTARY SCHOOL,K-5,1,DISTRICT,POINT (-75.0669073551768 40.015961998383),15,152
420,8090,SWENSON ARTS/TECH HIGH SCHOOL,SWENSON ARTS AND TECHNOLOGY HIGH SCHOOL,2750 RED LION RD,19114,(215) 400-3140,HIGH SCHOOL,12-Sep,1,DISTRICT,POINT (-75.0139886292903 40.0921093000288),8,82
431,3414,OLNEY HIGH SCHOOL,OLNEY HIGH SCHOOL,100 W DUNCANNON AVE,19120,(215) 400-9140,HIGH SCHOOL,12-Sep,1,DISTRICT,POINT (-75.12380799963459 40.028771999608),35,352
432,3368,BELMONT ELEMENTARY CHARTER,BELMONT CHARTER SCHOOL,4030 BROWN ST,19104,(215) 823-8208,ELEMENTARY/MIDDLE/HIGH,K-12,2,CHARTER,POINT (-75.2048287845704 39.9670037210988),16,162
433,3388,BOYS LATIN OF PHILADELPHIA CHARTER,BOYS LATIN OF PHILADELPHIA CHARTER SCHOOL,5501 CEDAR AVE,19143,(215) 387-5149,HIGH SCHOOL,12-Sep,2,CHARTER,POINT (-75.2333709921524 39.9517572140801),18,182
434,2310,ACHIEVE ACADEMY,"ACHIEVE ACADEMY
",1435 N 26TH ST,19121,(215) 684-5080,MIDDLE/HIGH,12-Jun,1,CONTRACTED,POINT (-75.1776579994501 39.9781339996112),22,224
435,3820,ACHIEVE ACADEMY EAST,ACHIEVE ACADEMY EAST,4224 N FRONT ST,19140,(267) 335-4764,MIDDLE/HIGH,12-Jun,1,CONTRACTED,POINT (-75.126608154384 40.0152398523788),25,252
436,3306,CHRISTOPHER COLUMBUS CHARTER,CHRISTOPHER COLUMBUS CHARTER SCHOOL,916 CHRISTIAN ST,19147,(215) 925-7400,ELEMENTARY SCHOOL,K-4,2,CHARTER,POINT (-75.15855292636731 39.9385799467192),3,31
437,3301,COMMUNITY ACADEMY OF PHILADELPHIA,COMMUNITY ACADEMY OF PHILADELPHIA CHARTER SCHOOL,1100 E ERIE AVE,19124,(215) 533-6700,ELEMENTARY/MIDDLE/HIGH,K-12,2,CHARTER,POINT (-75.1066906108873 40.0046628493843),24,241
438,3190,CROSSROADS @ HUNTING PARK,CROSSROADS AT HUNTING PARK,4224 N FRONT ST,19140,(215) 400-9060,ELEMENTARY SCHOOL,6-Mar,1,DISTRICT,POINT (-75.1261833978555 40.0152262848014),25,252
439,8690,CROSSROADS ACCELERATED ACADEMY,CROSSROADS ACCELERATED ACADEMY,4300 WESTMINSTER AVE,19104,(215) 400-9070,MIDDLE/HIGH,10-Jul,1,DISTRICT,POINT (-75.2105231404679 39.9694040511869),16,162
440,3307,DE HOSTOS CHARTER SCHOOL,EUGENIO MARIA DE HOSTOS CHARTER SCHOOL,6301 N 2ND ST,19120,(215) 455-2300,ELEMENTARY/MIDDLE,K-8,2,CHARTER,POINT (-75.12192900343879 40.0466708333372),35,351
441,3372,DISCOVERY CHARTER SCHOOL,DISCOVERY CHARTER SCHOOL,4700 PARKSIDE AVE,19131,(215) 879-8182,ELEMENTARY/MIDDLE,K-8,2,CHARTER,POINT (-75.2140545615316 39.9773479800017),19,193
442,3412,DOUGLASS MASTERY CHARTER,MASTERY CHARTER SCHOOL AT DOUGLASS,2118 W NORRIS ST,19121,(215) 684-5063,ELEMENTARY/MIDDLE,K-8,2,CHARTER,POINT (-75.1695746497401 39.9845943708891),22,221
443,3510,EL CENTRO DE ESTUDIANTES,EL CENTRO DE ESTUDIANTES (BIG PICTURE),1241 N TANEY ST,19121,(267) 687-1172,HIGH SCHOOL,12-Sep,1,CONTRACTED,POINT (-75.1792927342518 39.9749662769305),22,224
444,3333,ESPERANZA ACADEMY CHARTER,ESPERANZA ACADEMY CHARTER SCHOOL,301 W HUNTING PARK AVE,19140,(215) 457-3667,HIGH SCHOOL,12-Sep,2,CHARTER,POINT (-75.13265046548 40.0149395009862),25,252
445,8080,EXCEL ACADEMY NORTH,EXCEL ACADEMY NORTH,1435 N 26TH ST,19121,(215) 684-5080,HIGH SCHOOL,12-Sep,1,CONTRACTED,POINT (-75.1776579994501 39.9781339996112),22,224
446,3366,MARITIME ACADEMY CHARTER,MARITIME ACADEMY CHARTER SCHOOL (MACS),2275 BRIDGE ST,19137,(215) 535-4555,ELEMENTARY/MIDDLE/HIGH,K-8,2,CHARTER,POINT (-75.0656354740409 40.0073740310489),15,152
447,3440,MAST COMMUNITY CHARTER II,MAST COMMUNITY CHARTER SCHOOL II,6501 NEW STATE RD,19135,(267) 526-0005,ELEMENTARY/MIDDLE/HIGH,12-Mar,2,CHARTER,POINT (-75.04514534692341 40.0178996506002),15,152
448,3420,MASTERY CHARTER @ CLEVELAND,MASTERY CHARTER SCHOOL AT CLEVELAND,3701 N 19TH ST,19140,(215) 227-5042,ELEMENTARY/MIDDLE,K-8,2,CHARTER,POINT (-75.1587214712667 40.0109322275517),39,392
449,3415,MASTERY CHARTER @ CLYMER,MASTERY CHARTER SCHOOL AT CLYMER,1201 W RUSH ST,19133,(215) 223-2243,ELEMENTARY SCHOOL,K-6,2,CHARTER,POINT (-75.15064316588661 39.9957945910023),25,254
450,3416,MASTERY CHARTER @ GRATZ HIGH,MASTERY CHARTER SCHOOL AT GRATZ,1798 W HUNTING PARK AVE,19140,(215) 227-4408,MIDDLE/HIGH,12-Jul,2,CHARTER,POINT (-75.1560932326435 40.0142103099922),39,392
451,3313,PREPARATORY CHARTER SCHOOL,"PREPARATORY CHARTER SCHOOL OF MATHEMATICS, SCIENCE, TECHNOLOGY AND CAREERS",1928 POINT BREEZE AVE,19145,(215) 334-6144,HIGH SCHOOL,12-Sep,2,CHARTER,POINT (-75.186656859591 39.9284535503733),1,11
452,3359,RICHARD ALLEN PREPARATORY,RICHARD ALLEN PREPARATORY CHARTER SCHOOL,2601 S 58TH ST,19143,(215) 878-5144,MIDDLE SCHOOL,8-May,2,CHARTER,POINT (-75.21864801323601 39.9283012471819),12,123
453,3360,RUSSELL BYERS CHARTER SCHOOL,RUSSELL BYERS CHARTER SCHOOL,1911 ARCH ST,19103,(215) 972-1700,ELEMENTARY/MIDDLE,K-8,2,CHARTER,POINT (-75.1715506394187 39.9559492195122),9,93
454,3399,SANKOFA FREEDOM ACADEMY,SANKOFA FREEDOM ACADEMY CHARTER SCHOOL,2501 KENSINGTON AVE,19125,(215) 288-2001,ELEMENTARY/MIDDLE/HIGH,K-12,2,CHARTER,POINT (-75.1286410006265 39.9870820002733),26,263
455,3880,SOUTH PHILADELPHIA HIGH SCHOOL EOP,SOUTH PHILADELPHIA HIGH SCHOOL EOP,2101 S BROAD ST,19148,(215) 400-8400,HIGH SCHOOL,12-Sep,1,DISTRICT,POINT (-75.16844711703909 39.923729452171),3,33
456,3392,SOUTHWEST LEADERSHIP ACADEMY,SOUTHWEST LEADERSHIP ACADEMY CHARTER SCHOOL,7101 PASCHALL AVE,19142,(215) 729-1939,ELEMENTARY/MIDDLE,K-8,2,CHARTER,POINT (-75.24260000007649 39.9180989995394),12,122
457,3404,TACONY ACADEMY CHARTER SCHOOL,TACONY ACADEMY CHARTER SCHOOL,1330 RHAWN ST,19111,(215) 742-5100,ELEMENTARY/MIDDLE/HIGH,K-8,2,CHARTER,POINT (-75.0662062296681 40.0670418633502),2,23
458,3441,TECH FREIRE CHARTER SCHOOL,TECH FREIRE CHARTER SCHOOL,2221 N BROAD ST,19132,(267) 507-1111,HIGH SCHOOL,12-Sep,2,CHARTER,POINT (-75.1556690000409 39.986869000552),22,221
459,3424,UNIVERSAL ALCORN CHARTER,UNIVERSAL CHARTER SCHOOL AT ALCORN,3200 DICKINSON ST,19146,(215) 952-6219,ELEMENTARY/MIDDLE,K-8,2,CHARTER,POINT (-75.19767183942299 39.9351772246149),17,172
460,3417,UNIVERSAL AUDENRIED CHARTER,UNIVERSAL CHARTER SCHOOL AT AUDENRIED,3301 TASKER ST,19145,(215) 952-4801,HIGH SCHOOL,12-Sep,2,CHARTER,POINT (-75.19859000060541 39.9337369996213),17,172
461,3410,GUION S BLUFORD ELEMENTARY SCHOOL,GUION S BLUFORD ELEMENTARY SCHOOL,5720 MEDIA ST,19131,(215) 400-9170,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.23602000036929 39.9737390002601),19,192
462,3421,UNIVERSAL CREIGHTON CHARTER,UNIVERSAL CHARTER SCHOOL AT CREIGHTON,5401 TABOR AVE,19120,(215) 537-2531,ELEMENTARY/MIDDLE,K-8,2,CHARTER,POINT (-75.1051721929566 40.0343720781628),2,22
463,3326,UNIVERSAL INSTITUTE,UNIVERSAL INSTITUTE CHARTER SCHOOL,801 S 15TH ST,19146,(215) 732-2876,ELEMENTARY/MIDDLE,K-8,2,CHARTER,POINT (-75.16769048137169 39.9408997340373),17,171
464,3418,UNIVERSAL VARE CHARTER SCHOOL,UNIVERSAL CHARTER SCHOOL AT VARE,2100 S 24TH ST,19145,(215) 952-8611,MIDDLE SCHOOL,8-May,2,CHARTER,POINT (-75.1857069997691 39.9258369996165),1,11
465,3314,WEST OAK LANE CHARTER SCHOOL,WEST OAK LANE CHARTER SCHOOL,7115 STENTON AVE,19138,(215) 927-7995,ELEMENTARY/MIDDLE,K-8,2,CHARTER,POINT (-75.16341340863271 40.0595120027579),14,141
466,3357,WEST PHILADELPHIA ACHIEVEMENT,WEST PHILADELPHIA ACHIEVEMENT CHARTER SCHOOL,6701 CALLOWHILL ST,19151,(215) 476-6471,ELEMENTARY SCHOOL,K-5,2,CHARTER,POINT (-75.2541110000342 39.9706669997453),19,191
467,3362,WISSAHICKON CHARTER SCHOOL,WISSAHICKON CHARTER SCHOOL,4700 WISSAHICKON AVE,19144,(267) 338-1020,ELEMENTARY/MIDDLE,K-8,2,CHARTER,POINT (-75.1725947322583 40.0156328885105),39,391
468,"8130
","NORTHEAST COMMUNITY PROPEL ACADEMY
",NORTHEAST COMMUNITY PROPEL ACADEMY,7500 ROWLAND AVE,19136,(215) 400-8350,ELEMENTARY/MIDDLE,K-8,1,DISTRICT,POINT (-75.0399878833954 40.0435501586461),15,153
486,3414,OLNEY HIGH SCHOOL,OLNEY HIGH SCHOOL CONTINUATION ACADEMY,100 W DUNCANNON AVE,19120,(215) 400-9140,HIGH SCHOOL,12-Sep,1,CONTRACTED,POINT (-75.12380799963459 40.028771999608),35,352
487,8890,ONE BRIGHT RAY-SIMPSON CAMPUS,ONE BRIGHT RAY - SIMPSON EVENING,1142 E ERIE AVE,19124,(215) 744-6000,HIGH SCHOOL,12-Sep,1,CONTRACTED,POINT (-75.10560096025 40.0052800004294),24,241
